Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg,
,500273674967,0,C64XP_F,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19077,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77070784154,8865192,0,0,7,4294967295,0,0,0,,
,500273675644,0,C64XP_F,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19078,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77070784627,8865616,2411552,,,,,,,,
,500273676647,0,C64XP_F,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19079,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77070785328,8865616,2411552,8865544,2799392,,,,,,
6,500305252658,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),10996,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77690296461,8963548,8735056,2403840,0,,,,,,
6,500305253096,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),10997,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77690296766,8963548,8735056,2403084,0,,,,,,
6,500305253473,0,C64XP_E,"VALUE=750 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,750,10998,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,77690297030,750,0,0,8964200,,,,,,
6,500305477256,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),10999,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77690453680,8963548,8735056,2403084,0,,,,,,
6,500305477744,0,C64XP_E,Stop: Math Oprns: ,Stop,,Math Oprns:,,11000,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77690454020,8964178,,,,,,,,,
,500305486676,0,C64XP_E,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18306,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77690460276,8739608,0,4294967295,0,,,,,,
,500305487241,0,C64XP_E,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18307,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77690460671,8735056,2393412,,,,,,,,
,500305488364,0,C64XP_E,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18308,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77690461456,8735056,2393412,8865544,2799392,,,,,,
,500305494141,0,C64XP_F,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,19080,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77093057577,8739608,0,,,,,,,,
,500305494673,0,C64XP_F,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,19081,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77093057948,8735056,2393412,1,0,,,,,,
,500305498110,0,C64XP_F,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,19082,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77093060352,8865544,2799392,8735056,2393412,,,,,,
6,500305499087,0,C64XP_F,Start: Math Oprns: ,Start,,Math Oprns:,,10994,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77093061040,8964178,,,,,,,,,
6,500305499610,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),10995,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77093061401,8963548,8735056,2403840,0,,,,,,
,500307398207,0,C64XP_D,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18699,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78686094802,8865192,0,1,0,,,,,,
,500307398790,0,C64XP_D,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18700,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78686095207,8865616,2411552,1,0,,,,,,
,500307400016,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18701,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78686096066,8865544,2799392,8865616,2411552,,,,,,
,500307401130,0,C64XP_D,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18702,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78686096846,8865192,0,0,7,4294967295,0,0,0,,
,500307401807,0,C64XP_D,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18703,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78686097319,8865616,2411552,,,,,,,,
,500307402810,0,C64XP_D,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18704,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78686098022,8865616,2411552,8865544,2799392,,,,,,
6,500317450958,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),10996,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77101427347,8963548,8735056,2403840,0,,,,,,
6,500317451396,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),10997,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77101427652,8963548,8735056,2403084,0,,,,,,
6,500317451773,0,C64XP_F,"VALUE=750 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,750,10998,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,77101427916,750,0,0,8964200,,,,,,
6,500317676747,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),10999,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77101585400,8963548,8735056,2403084,0,,,,,,
6,500317677236,0,C64XP_F,Stop: Math Oprns: ,Stop,,Math Oprns:,,11000,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77101585740,8964178,,,,,,,,,
,500317686098,0,C64XP_F,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19083,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77101591946,8739608,0,4294967295,0,,,,,,
,500317686656,0,C64XP_F,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,19084,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77101592333,8735056,2393412,,,,,,,,
,500317687770,0,C64XP_F,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19085,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77101593116,8735056,2393412,8865544,2799392,,,,,,
,500317693590,0,C64XP_A,"LM_post: sem: 0x8588f0, count: 0",Semaphore_LM_post,Unknown,,,19490,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79820972767,8751344,0,,,,,,,,
,500317694104,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19491,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79820973130,8737376,2392588,1,0,,,,,,
,500317697541,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19492,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79820975534,8865544,2799392,8737376,2392588,,,,,,
6,500317698493,0,C64XP_A,Stop: tsk0_loop ,Stop,,tsk0_loop,,3018,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79820976199,8963631,1506,,,,,,,,
,500317700018,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19493,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79820977269,8737376,2392588,,,,,,,,
,500317700584,0,C64XP_A,"LM_sleep: tsk: 0x855260, func: 0x24820c, timeout: 10",Task_LM_sleep,Unknown,tsk0_func(),,19494,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79820977666,8737376,2392588,10,0,,,,,,
,500317701544,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19495,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79820978336,8737376,2392588,8865544,2799392,,,,,,
,500327443436,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19496,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79827797661,8737376,2392588,1,0,,,,,,
,500327444559,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19497,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79827798448,8865544,2799392,8737376,2392588,,,,,,
6,500327445501,0,C64XP_A,Start: tsk0_loop ,Start,,tsk0_loop,,3019,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79827799105,8963631,1506,,,,,,,,
,500327454356,0,C64XP_A,"LM_pend: sem: 0x8588f0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19498,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79827805304,8751344,0,4294967295,0,,,,,,
,500327454836,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19499,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79827805641,8737376,2392588,,,,,,,,
,500327455890,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19500,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79827806376,8737376,2392588,8865544,2799392,,,,,,
,500327461676,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18869,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80540525338,8739608,0,,,,,,,,
,500327462190,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18870,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80540525700,8735056,2393412,1,0,,,,,,
,500327465619,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18871,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80540528099,8865544,2799392,8735056,2393412,,,,,,
6,500327466604,0,C64XP_B,Start: Math Oprns: ,Start,,Math Oprns:,,11023,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80540528789,8964178,,,,,,,,,
6,500327467050,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11024,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80540529101,8963548,8735056,2403840,0,,,,,,
,500327695359,0,C64XP_B,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18872,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80540688915,8865192,0,1,0,,,,,,
,500327695916,0,C64XP_B,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18873,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80540689308,8865616,2411552,1,0,,,,,,
6,500328327064,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11025,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80541131113,8963548,8735056,2403840,0,,,,,,
6,500328327536,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11026,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80541131443,8963548,8735056,2403084,0,,,,,,
6,500328327913,0,C64XP_B,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,11027,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,80541131707,700,0,0,8964200,,,,,,
6,500328538273,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11028,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80541278957,8963548,8735056,2403084,0,,,,,,
6,500328538761,0,C64XP_B,Stop: Math Oprns: ,Stop,,Math Oprns:,,11029,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80541279297,8964178,,,,,,,,,
,500328547616,0,C64XP_B,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18874,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80541285497,8739608,0,4294967295,0,,,,,,
,500328548164,0,C64XP_B,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18875,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80541285880,8735056,2393412,,,,,,,,
,500328549244,0,C64XP_B,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18876,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80541286637,8735056,2393412,8865616,2411552,,,,,,
,500328550393,0,C64XP_B,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18877,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80541287443,8865192,0,0,7,4294967295,0,0,0,,
,500328551019,0,C64XP_B,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18878,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80541287878,8865616,2411552,,,,,,,,
,500328552004,0,C64XP_B,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18879,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80541288569,8865616,2411552,8865544,2799392,,,,,,
,500328554987,0,C64XP_C,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18680,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79617829990,8739608,0,,,,,,,,
,500328555510,0,C64XP_C,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18681,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79617830359,8735056,2393412,1,0,,,,,,
,500328558947,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18682,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79617832763,8865544,2799392,8735056,2393412,,,,,,
6,500328559941,0,C64XP_C,Start: Math Oprns: ,Start,,Math Oprns:,,11001,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79617833459,8964178,,,,,,,,,
6,500328560439,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11002,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79617833808,8963548,8735056,2403840,0,,,,,,
6,500342155264,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11003,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79627350184,8963548,8735056,2403840,0,,,,,,
6,500342155701,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11004,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79627350489,8963548,8735056,2403084,0,,,,,,
6,500342156079,0,C64XP_C,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,11005,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,79627350753,700,0,0,8964200,,,,,,
6,500342367647,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11006,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79627498852,8963548,8735056,2403084,0,,,,,,
6,500342368136,0,C64XP_C,Stop: Math Oprns: ,Stop,,Math Oprns:,,11007,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79627499195,8964178,,,,,,,,,
,500342377007,0,C64XP_C,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18683,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79627505403,8739608,0,4294967295,0,,,,,,
,500342377556,0,C64XP_C,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18684,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79627505790,8735056,2393412,,,,,,,,
,500342378679,0,C64XP_C,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18685,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79627506575,8735056,2393412,8865544,2799392,,,,,,
,500342384361,0,C64XP_D,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18705,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78710585109,8739608,0,,,,,,,,
,500342384893,0,C64XP_D,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18706,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78710585478,8735056,2393412,1,0,,,,,,
,500342388321,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18707,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78710587882,8865544,2799392,8735056,2393412,,,,,,
6,500342389316,0,C64XP_D,Start: Math Oprns: ,Start,,Math Oprns:,,11001,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78710588578,8964178,,,,,,,,,
6,500342389821,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11002,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78710588927,8963548,8735056,2403840,0,,,,,,
,500349007273,0,C64XP_E,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18309,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77720924694,8865192,0,1,0,,,,,,
,500349007856,0,C64XP_E,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18310,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77720925099,8865616,2411552,1,0,,,,,,
,500349009081,0,C64XP_E,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18311,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77720925958,8865544,2799392,8865616,2411552,,,,,,
,500349010196,0,C64XP_E,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18312,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77720926736,8865192,0,0,7,4294967295,0,0,0,,
,500349010873,0,C64XP_E,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18313,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77720927209,8865616,2411552,,,,,,,,
,500349011867,0,C64XP_E,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18314,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77720927910,8865616,2411552,8865544,2799392,,,,,,
6,500355985504,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11003,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78720105905,8963548,8735056,2403840,0,,,,,,
6,500355985933,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11004,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78720106210,8963548,8735056,2403084,0,,,,,,
6,500355986310,0,C64XP_D,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,11005,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,78720106474,700,0,0,8964200,,,,,,
6,500356196670,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11006,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78720253724,8963548,8735056,2403084,0,,,,,,
6,500356197159,0,C64XP_D,Stop: Math Oprns: ,Stop,,Math Oprns:,,11007,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78720254064,8964178,,,,,,,,,
,500356206073,0,C64XP_D,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18708,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78720260306,8739608,0,4294967295,0,,,,,,
,500356206639,0,C64XP_D,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18709,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78720260701,8735056,2393412,,,,,,,,
,500356207762,0,C64XP_D,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18710,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78720261486,8735056,2393412,8865544,2799392,,,,,,
,500356213444,0,C64XP_E,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18315,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77725969011,8739608,0,,,,,,,,
,500356213976,0,C64XP_E,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18316,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77725969382,8735056,2393412,1,0,,,,,,
,500356217404,0,C64XP_E,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18317,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77725971786,8865544,2799392,8735056,2393412,,,,,,
6,500356218416,0,C64XP_E,Start: Math Oprns: ,Start,,Math Oprns:,,11001,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77725972492,8964178,,,,,,,,,
6,500356218930,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11002,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77725972853,8963548,8735056,2403840,0,,,,,,
,500362443613,0,C64XP_A,"LM_post: sem: 0x856360, count: 0",Semaphore_LM_post,Unknown,,,19501,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79852297783,8741728,0,,,,,,,,
,500362444127,0,C64XP_A,"LD_ready: tsk: 0x8746c0, func: 0x2a44a0, pri: 2",Task_LD_ready,Unknown,ti_ndk_config_Global_stackThread(),,19502,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852298142,8865472,2770080,2,0,,,,,,
