Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg,
,500362444787,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,19503,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79852298606,8865192,0,1,0,,,,,,
,500362445310,0,C64XP_A,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19504,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852298970,8865616,2411552,1,0,,,,,,
,500362446570,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x8746c0, newfunc: 0x2a44a0",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,19505,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79852299856,8865544,2799392,8865472,2770080,,,,,,
,500362448036,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19506,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852300877,8865472,2770080,2,9,,,,,,
,500362449844,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19507,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852302147,8865472,2770080,9,2,,,,,,
,500362450933,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19508,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852302910,8865472,2770080,2,9,,,,,,
,500362452767,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19509,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852304194,8865472,2770080,9,2,,,,,,
,500362453539,0,C64XP_A,"LM_pend: sem: 0x856360, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19510,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79852304734,8741728,0,4294967295,0,,,,,,
,500362454019,0,C64XP_A,"LD_block: tsk: 0x8746c0, func: 0x2a44a0",Task_LD_block,Unknown,ti_ndk_config_Global_stackThread(),,19511,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852305066,8865472,2770080,,,,,,,,
,500362455064,0,C64XP_A,"LM_switch: oldtsk: 0x8746c0, oldfunc: 0x2a44a0, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19512,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79852305800,8865472,2770080,8865616,2411552,,,,,,
,500362456290,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19513,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79852306660,8865192,0,0,7,4294967295,0,0,0,,
,500362456950,0,C64XP_A,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19514,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79852307121,8865616,2411552,,,,,,,,
,500362457936,0,C64XP_A,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19515,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79852307812,8865616,2411552,8865544,2799392,,,,,,
,500366199459,0,C64XP_C,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18686,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644181123,8865192,0,1,0,,,,,,
,500366200042,0,C64XP_C,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18687,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644181528,8865616,2411552,1,0,,,,,,
,500366201267,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18688,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79644182387,8865544,2799392,8865616,2411552,,,,,,
,500366202382,0,C64XP_C,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18689,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79644183165,8865192,0,0,7,4294967295,0,0,0,,
,500366203059,0,C64XP_C,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18690,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79644183638,8865616,2411552,,,,,,,,
,500366204053,0,C64XP_C,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18691,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79644184339,8865616,2411552,8865544,2799392,,,,,,
,500373672322,0,C64XP_F,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,19086,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77140782304,8865192,0,1,0,,,,,,
,500373672904,0,C64XP_F,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19087,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77140782709,8865616,2411552,1,0,,,,,,
,500373674130,0,C64XP_F,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19088,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77140783568,8865544,2799392,8865616,2411552,,,,,,
,500373675244,0,C64XP_F,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19089,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,77140784348,8865192,0,0,7,4294967295,0,0,0,,
,500373675922,0,C64XP_F,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19090,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77140784821,8865616,2411552,,,,,,,,
,500373676924,0,C64XP_F,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19091,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77140785524,8865616,2411552,8865544,2799392,,,,,,
,500386180667,0,C64XP_A,"LM_post: sem: 0x856360, count: 0",Semaphore_LM_post,Unknown,,,19516,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79868913723,8741728,0,,,,,,,,
,500386181207,0,C64XP_A,"LD_ready: tsk: 0x8746c0, func: 0x2a44a0, pri: 2",Task_LD_ready,Unknown,ti_ndk_config_Global_stackThread(),,19517,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79868914099,8865472,2770080,2,0,,,,,,
,500386183282,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x8746c0, newfunc: 0x2a44a0",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,19518,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79868915550,8865544,2799392,8865472,2770080,,,,,,
,500386184687,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19519,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79868916535,8865472,2770080,2,9,,,,,,
,500386188793,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19520,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79868919409,8865472,2770080,9,2,,,,,,
,500386189599,0,C64XP_A,"LM_pend: sem: 0x856360, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19521,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79868919976,8741728,0,4294967295,0,,,,,,
,500386190147,0,C64XP_A,"LD_block: tsk: 0x8746c0, func: 0x2a44a0",Task_LD_block,Unknown,ti_ndk_config_Global_stackThread(),,19522,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79868920355,8865472,2770080,,,,,,,,
,500386191167,0,C64XP_A,"LM_switch: oldtsk: 0x8746c0, oldfunc: 0x2a44a0, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19523,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79868921072,8865472,2770080,8865544,2799392,,,,,,
,500407398493,0,C64XP_D,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18711,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78756095002,8865192,0,1,0,,,,,,
,500407399076,0,C64XP_D,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18712,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78756095407,8865616,2411552,1,0,,,,,,
,500407400302,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18713,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78756096266,8865544,2799392,8865616,2411552,,,,,,
,500407401408,0,C64XP_D,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18714,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78756097042,8865192,0,0,7,4294967295,0,0,0,,
,500407402085,0,C64XP_D,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18715,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78756097515,8865616,2411552,,,,,,,,
,500407403088,0,C64XP_D,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18716,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78756098216,8865616,2411552,8865544,2799392,,,,,,
6,500410596690,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11003,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77764037281,8963548,8735056,2403840,0,,,,,,
6,500410597119,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11004,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77764037586,8963548,8735056,2403084,0,,,,,,
6,500410597496,0,C64XP_E,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,11005,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,77764037850,700,0,0,8964200,,,,,,
6,500410807856,0,C64XP_E,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11006,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77764185100,8963548,8735056,2403084,0,,,,,,
6,500410808345,0,C64XP_E,Stop: Math Oprns: ,Stop,,Math Oprns:,,11007,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77764185440,8964178,,,,,,,,,
,500410817276,0,C64XP_E,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18318,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77764191694,8739608,0,4294967295,0,,,,,,
,500410817842,0,C64XP_E,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18319,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77764192089,8735056,2393412,,,,,,,,
,500410818956,0,C64XP_E,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18320,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77764192872,8735056,2393412,8865544,2799392,,,,,,
,500410824665,0,C64XP_F,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,19092,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77166788939,8739608,0,,,,,,,,
,500410825188,0,C64XP_F,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,19093,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77166789308,8735056,2393412,1,0,,,,,,
,500410828625,0,C64XP_F,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,19094,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77166791712,8865544,2799392,8735056,2393412,,,,,,
6,500410829636,0,C64XP_F,Start: Math Oprns: ,Start,,Math Oprns:,,11001,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77166792420,8964178,,,,,,,,,
6,500410830150,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11002,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77166792781,8963548,8735056,2403840,0,,,,,,
,500423472716,0,C64XP_A,"LM_pend: sem: 0x874ba4, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,19524,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79895018157,8866724,1,4294967295,0,,,,,,
,500423474362,0,C64XP_A,"LM_post: sem: 0x874ba4, count: 0",Semaphore_LM_post,Unknown,,,19525,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79895019309,8866724,0,,,,,,,,
,500423475150,0,C64XP_A,"LM_pend: sem: 0x874ba4, count: 1, timeout: -1",Semaphore_LM_pend,Unknown,,,19526,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79895019861,8866724,1,4294967295,0,,,,,,
,500423475639,0,C64XP_A,"LS_taskLoad: 0x8746c0,90920,350000310,0x2a44a0",Load,TSK,ti_ndk_config_Global_stackThread(),0.03,1936,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895020203,8865472,90920,350000310,2770080,,,,,,
,500423475990,0,C64XP_A,"LS_taskLoad: 0x874708,349124903,350000310,0x2ab720",Load,TSK,TSK_idle,99.75,1937,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895020446,8865544,349124903,350000310,2799392,,,,,,
,500423476333,0,C64XP_A,"LS_taskLoad: 0x874750,711775,350000310,0x24cc20",Load,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),0.20,1938,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895020689,8865616,711775,350000310,2411552,,,,,,
,500423476685,0,C64XP_A,"LS_taskLoad: 0x853080,8187,350000284,0x24bb18",Load,TSK,ti_uia_sysbios_IpcMP_rxTaskFxn__E(),0.00,1939,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895020932,8728704,8187,350000284,2407192,,,,,,
,500423477028,0,C64XP_A,"LS_taskLoad: 0x855260,64602,350000272,0x24820c",Load,TSK,tsk0_func(),0.02,1940,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895021175,8737376,64602,350000272,2392588,,,,,,
,500423477379,0,C64XP_A,"LS_taskLoad: 0x855ae0,0,350000248,0x24aa5c",Load,TSK,tsk2_func(),0.00,1941,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895021418,8739552,0,350000248,2402908,,,,,,
,500423477722,0,C64XP_A,"LS_taskLoad: 0x856400,0,350000235,0x27d270",Load,TSK,NS_BootTask(),0.00,1942,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895021661,8741888,0,350000235,2609776,,,,,,
,500423478073,0,C64XP_A,"LS_taskLoad: 0x857bb0,0,350000234,0x27d84c",Load,TSK,dhcpState(),0.00,1943,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895021904,8747952,0,350000234,2611276,,,,,,
,500423478416,0,C64XP_A,"LM_post: sem: 0x874ba4, count: 0",Semaphore_LM_post,Unknown,,,19527,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79895022144,8866724,0,,,,,,,,
,500423478870,0,C64XP_A,LS_cpuLoad: 0%,Load,CPU,CPU,0.00,1944,Load Logger,ti.sysbios.utils.Load,ti.sysbios.utils.Load,79895022462,0,,,,,,,,,
6,500424424925,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),11003,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77176309123,8963548,8735056,2403840,0,,,,,,
6,500424425362,0,C64XP_F,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),11004,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77176309428,8963548,8735056,2403084,0,,,,,,
6,500424425739,0,C64XP_F,"VALUE=700 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,700,11005,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,77176309692,700,0,0,8964200,,,,,,
6,500424636090,0,C64XP_F,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11006,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77176456942,8963548,8735056,2403084,0,,,,,,
6,500424636579,0,C64XP_F,Stop: Math Oprns: ,Stop,,Math Oprns:,,11007,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77176457282,8964178,,,,,,,,,
,500424645459,0,C64XP_F,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19095,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77176463500,8739608,0,4294967295,0,,,,,,
,500424646025,0,C64XP_F,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,19096,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77176463895,8735056,2393412,,,,,,,,
,500424647148,0,C64XP_F,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19097,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77176464682,8735056,2393412,8865544,2799392,,,,,,
,500424653199,0,C64XP_A,"LM_post: sem: 0x8588f0, count: 0",Semaphore_LM_post,Unknown,,,19528,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79895844493,8751344,0,,,,,,,,
,500424653722,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19529,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79895844862,8737376,2392588,1,0,,,,,,
,500424657168,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19530,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79895847274,8865544,2799392,8737376,2392588,,,,,,
6,500424658119,0,C64XP_A,Stop: tsk0_loop ,Stop,,tsk0_loop,,3020,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79895847939,8963631,1507,,,,,,,,
,500424659653,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19531,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79895849009,8737376,2392588,,,,,,,,
,500424660219,0,C64XP_A,"LM_sleep: tsk: 0x855260, func: 0x24820c, timeout: 10",Task_LM_sleep,Unknown,tsk0_func(),,19532,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79895849406,8737376,2392588,10,0,,,,,,
,500424661170,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19533,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79895850076,8737376,2392588,8865544,2799392,,,,,,
,500427695396,0,C64XP_B,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,18880,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80610688943,8865192,0,1,0,,,,,,
,500427695945,0,C64XP_B,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18881,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80610689327,8865616,2411552,1,0,,,,,,
,500427697171,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18882,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80610690187,8865544,2799392,8865616,2411552,,,,,,
,500427698165,0,C64XP_B,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18883,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80610690881,8865192,0,0,7,4294967295,0,0,0,,
,500427698791,0,C64XP_B,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18884,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80610691316,8865616,2411552,,,,,,,,
,500427699793,0,C64XP_B,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18885,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80610692019,8865616,2411552,8865544,2799392,,,,,,
,500434443751,0,C64XP_A,"LD_ready: tsk: 0x855260, func: 0x24820c, pri: 1",Task_LD_ready,Unknown,tsk0_func(),,19534,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79902697879,8737376,2392588,1,0,,,,,,
,500434444873,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x855260, newfunc: 0x24820c",CtxChg,TSK,tsk0_func(),,19535,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79902698666,8865544,2799392,8737376,2392588,,,,,,
6,500434445816,0,C64XP_A,Start: tsk0_loop ,Start,,tsk0_loop,,3021,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79902699323,8963631,1507,,,,,,,,
,500434454739,0,C64XP_A,"LM_pend: sem: 0x8588f0, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19536,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79902705572,8751344,0,4294967295,0,,,,,,
,500434455219,0,C64XP_A,"LD_block: tsk: 0x855260, func: 0x24820c",Task_LD_block,Unknown,tsk0_func(),,19537,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79902705909,8737376,2392588,,,,,,,,
,500434456273,0,C64XP_A,"LM_switch: oldtsk: 0x855260, oldfunc: 0x24820c, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19538,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79902706644,8737376,2392588,8865544,2799392,,,,,,
,500434462076,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18886,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80615425616,8739608,0,,,,,,,,
,500434462582,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18887,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80615425973,8735056,2393412,1,0,,,,,,
,500434466019,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18888,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80615428377,8865544,2799392,8735056,2393412,,,,,,
6,500434467013,0,C64XP_B,Start: Math Oprns: ,Start,,Math Oprns:,,11030,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80615429073,8964178,,,,,,,,,
6,500434467511,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),11031,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80615429422,8963548,8735056,2403840,0,,,,,,
