Program Address:uinteger:hex,Load Address:uinteger:hex,Read Data:ulong,Write Data:ulong,Delta Cycles:ulong,Cycle:long,Trace Status:string,Filename:string,Function:string,Source:string,Disassembly:string,
"0x8817BE6C","0x8817BE6C","","","1","114106","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","996","114107","","","","","",
"0x8815B468","0x8815B468","","","1","115103","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVKH.S2       0x820000,B5",
"0x8815B46C","0x8815B46C","","","1","115104","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           LDHU.D2T2     *+B5[0],B5",
"0x8815B470","0x8815B470","","","","115104","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVK.S2        8,B4",
"","","","","1001","115105","","","","","",
"0x881856C0","0x881856C0","","","1","116106","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","{","           STW.D2T2      B3,*B15--[2]",
"0x881856C4","0x881856C4","","","1","116107","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           STW.D2T1      A4,*+B15[1]",
"","","","","1006","116108","","","","","",
"0x8815B4A8","0x8815B4A8","","","1","117114","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *++B15[2],B10",
"0x8815B4AC","0x8815B4AC","","","1","117115","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           BNOP.S2       B3,5",
"","","","","994","117116","","","","","",
"0x88185688","0x88185688","","","6","118110","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","    ti_sysbios_family_c64p_TimestampProvider_getFreq(freq);","           CALLP.S2      0x88183e00,B3",
"0x88183E00","0x88183E00","","","1","118116","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           MVK.S1        0x0418,A3",
"","","","","990","118117","","","","","",
"0x8817BE74","0x8817BE74","","","1","119107","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           ADD.L1        1,A10,A10",
"0x8817BE78","0x8817BE78","","","1","119108","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           NOP           3",
"","","","","999","119109","","","","","",
"0x88183E10","0x88183E10","","","1","120108","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           STNDW.D1T1    A7:A6,*+A4[0]",
"0x88183E14","0x88183E14","","","1","120109","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           BNOP.S2       B3,5",
"","","","","1002","120110","","","","","",
"0x8817BE8C","0x8817BE8C","","","1","121112","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        B10,CSR",
"0x8817BE90","0x8817BE90","","","1","121113","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           BNOP.S1       0x8817be28,5",
"","","","","997","121114","","","","","",
"0x881856CC","0x881856CC","","","1","122111","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           LDW.D2T2      *++B15[2],B3",
"0x881856D0","0x881856D0","","","1","122112","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           NOP           4",
"","","","","998","122113","","","","","",
"0x8817BE48","0x8817BE48","","","3","123111","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           3",
"0x8817BE4A","0x8817BE4A","","","1","123114","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           CMPLT.L1      0,A4,A0",
"","","","","997","123115","","","","","",
"0x8815B318","0x8815B318","","","2","124112","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           NOP           2",
"0x8815B31A","0x8815B31A","","","1","124114","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           EXTU.S2       B4,27,31,B0",
"0x8815B320","0x8815B320","","","","124114","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           EXTU.S1       A3,27,31,A0",
"","","","","1001","124115","","","","","",
"0x8817BB20","0x8817BB20","","","1","125116","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           STW.D2T1      A10,*B15--[4]",
"0x8817BB24","0x8817BB24","","","1","125117","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","","           STW.D2T2      B3,*B15[3]",
"","","","","1002","125118","","","","","",
"0x8815B3A0","0x8815B3A0","","","1","126120","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *B15[1],B5",
"0x8815B3A2","0x8815B3A2","","","1","126121","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.L2        0,B4",
"","","","","996","126122","","","","","",
"0x8817BB80","0x8817BB80","","","6","127118","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           BNOP.S2       B3,5",
"0x8817BE70","0x8817BE70","","","1","127124","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"","","","","997","127125","","","","","",
"0x8815B400","0x8815B400","","","1","128122","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[0],A3",
"0x8815B404","0x8815B404","","","1","128123","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVC.S2        CSR,B10",
"","","","","997","128124","","","","","",
"0x8817BE64","0x8817BE64","","","3","129121","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           4",
"0x8817BE64","0x8817BE64","","","9","129124","Pipeline stall","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           NOP           4",
"0x8817BE64","0x8817BE64","","","1","129133","Execution continued","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           NOP           4",
"0x8817BE68","0x8817BE68","","","1","129134","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"","","","","987","129135","","","","","",
"0x881856A0","0x881856A0","","","1","130122","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x881856A4","0x881856A4","","","1","130123","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","    return xdc_runtime_Timestamp_get32__F();","           CALLP.S2      0x88185660,B3",
"","","","","995","130124","","","","","",
"0x8817BE68","0x8817BE68","","","1","131119","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","131120","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","1002","131121","","","","","",
"0x88185660","0x88185660","","","1","132123","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","132124","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","996","132125","","","","","",
"0x8817C0C4","0x8817C0C4","","","1","133121","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           LDW.D2T2      *B4[0],B6",
"0x8817C0C6","0x8817C0C6","","","1","133122","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","           NOP           4",
"","","","","1001","133123","","","","","",
"0x88185668","0x88185668","","","1","134124","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","}","           LDW.D2T2      *++B15[2],B3",
"0x8818566C","0x8818566C","","","1","134125","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","","           NOP           4",
"","","","","998","134126","","","","","",
"0x8817C100","0x8817C100","","","6","135124","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           BNOP.S2       B3,5",
"0x8817BE70","0x8817BE70","","","1","135130","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"","","","","994","135131","","","","","",
"0x881856B0","0x881856B0","","","6","136125","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","}","           BNOP.S2       B3,5",
"0x8815B428","0x8815B428","","","1","136131","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           MVK.S1        0x09f8,A3",
"","","","","995","136132","","","","","",
"0x8817BE64","0x8817BE64","","","4","137127","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           NOP           4",
"0x8817BE68","0x8817BE68","","","1","137131","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"","","","","994","137132","","","","","",
"0x8815B452","0x8815B452","","","1","138126","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           CMPLTU.L1     A4,A5,A0",
"0x8815B454","0x8815B454","","","","138126","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         STW.D1T1      A6,*+A3[2]",
"0x8815B458","0x8815B458","","","1","138127","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","    [ A0]  STW.D1T1      A4,*+A3[24]",
"0x8815B460","0x8815B460","","","","138127","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVC.S2        B10,CSR",
"","","","","1004","138128","","","","","",
"0x881856C0","0x881856C0","","","1","139132","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","{","           STW.D2T2      B3,*B15--[2]",
"0x881856C4","0x881856C4","","","1","139133","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           STW.D2T1      A4,*+B15[1]",
"","","","","1006","139134","","","","","",
"0x8815B4A8","0x8815B4A8","","","1","140140","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D2T2      *++B15[2],B10",
"0x8815B4AC","0x8815B4AC","","","1","140141","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           BNOP.S2       B3,5",
"","","","","994","140142","","","","","",
"0x88185688","0x88185688","","","6","141136","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_getFreq__E(struct xdc_runtime_Types_FreqHz *)","    ti_sysbios_family_c64p_TimestampProvider_getFreq(freq);","           CALLP.S2      0x88183e00,B3",
"0x88183E00","0x88183E00","","","1","141142","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           MVK.S1        0x0418,A3",
"","","","","989","141143","","","","","",
"0x8817BE70","0x8817BE70","","","1","142132","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"0x8817BE74","0x8817BE74","","","1","142133","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADD.L1        1,A10,A10",
"","","","","1000","142134","","","","","",
"0x88183E10","0x88183E10","","","1","143134","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           STNDW.D1T1    A7:A6,*+A4[0]",
"0x88183E14","0x88183E14","","","1","143135","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/BIOS.c","ti_sysbios_BIOS_getCpuFreq__E(struct xdc_runtime_Types_FreqHz *)","<Source file not found>","           BNOP.S2       B3,5",
"","","","","1002","143136","","","","","",
"0x8817BE8C","0x8817BE8C","","","1","144138","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVC.S2        B10,CSR",
"0x8817BE90","0x8817BE90","","","1","144139","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           BNOP.S1       0x8817be28,5",
"","","","","997","144140","","","","","",
"0x881856CC","0x881856CC","","","1","145137","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","}","           LDW.D2T2      *++B15[2],B3",
"0x881856D0","0x881856D0","","","1","145138","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_getFreq__E(struct xdc_runtime_Types_FreqHz *)","","           NOP           4",
"","","","","995","145139","","","","","",
"0x8817BE38","0x8817BE38","","","1","146134","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           MVKH.S1       0x820000,A3",
"0x8817BE40","0x8817BE40","","","1","146135","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D1T1      *+A3[0],A4",
"","","","","999","146136","","","","","",
"0x8815B308","0x8815B308","","","1","147135","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           LDW.D1T1      *+A3[0],A3",
"0x8815B30C","0x8815B30C","","","","147135","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         LDW.D2T2      *+B4[0],B4",
"0x8815B310","0x8815B310","","","1","147136","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.S1        0xffffbfdc,A4",
"","","","","999","147137","","","","","",
"0x8817BE68","0x8817BE68","","","1","148136","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","148137","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","999","148138","","","","","",
"0x8815B336","0x8815B336","","","1","149137","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [ A0]  MVK.L1        1,A0",
"0x8815B338","0x8815B338","","","","149137","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||  [!A0]  EXTU.S1       A5,27,31,A0",
"0x8815B340","0x8815B340","","","1","149138","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","    [ A0]  AND.L1        8,A3,A0",
"0x8815B344","0x8815B344","","","","149138","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MV.S1         A0,A2",
"0x8815B346","0x8815B346","","","","149138","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MV.D1         A0,A1",
"0x8815B348","0x8815B348","","","","149138","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||  [!A0]  B.S2          0x8815b3f8",
"","","","","1005","149139","","","","","",
"0x8817BB80","0x8817BB80","","","6","150144","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/hal/Hwi_stack.c","ti_sysbios_hal_Hwi_checkStack()","<Source file not found>","           BNOP.S2       B3,5",
"0x8817BE70","0x8817BE70","","","1","150150","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           LDW.D2T2      *+B11[0],B4",
"","","","","988","150151","","","","","",
"0x8815B3B8","0x8815B3B8","","","2","151139","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","    [!B0]  BNOP.S1       0x8815b3f4,1",
"0x8815B3C0","0x8815B3C0","","","1","151141","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","           MVK.S1        0x01b8,A6",
"0x8815B3C4","0x8815B3C4","","","","151141","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","","||         MVK.L2        0,B4",
"","","","","998","151142","","","","","",
"0x8817BE7C","0x8817BE7C","","","1","152140","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           CMPGT.L2X     B4,A10,B0",
