Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg:string,
,52977775502,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66703,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35509785457,8865256,2705792,15,0,,,,,,
,52977775871,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66704,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35509785716,8864704,,,,,,,,,
,52977776282,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66705,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35509786007,8865256,2705792,0,0,,,,,,
,52977776857,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66706,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35509786407,8865256,,,,,,,,,
,52978774742,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aea70",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66707,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35510484926,8864704,2791456,2,14,2812528,0,0,0,,
,52978775145,0,C64XP_B,LM_tick: tick: 44892,Clock_LM_tick,Unknown,,,66708,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35510485209,44892,,,,,,,,,
,52978775497,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66709,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35510485457,8865256,2705792,15,0,,,,,,
,52978775865,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66710,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35510485716,8864704,,,,,,,,,
,52978776285,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66711,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35510486007,8865256,2705792,0,0,,,,,,
,52978776859,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66712,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35510486407,8865256,,,,,,,,,
,52979774745,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2a7c60",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66713,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35511184928,8864704,2791456,2,14,2784352,0,0,0,,
,52979775148,0,C64XP_B,LM_tick: tick: 44893,Clock_LM_tick,Unknown,,,66714,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35511185211,44893,,,,,,,,,
,52979775499,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66715,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35511185459,8865256,2705792,15,0,,,,,,
,52979775868,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66716,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35511185718,8864704,,,,,,,,,
,52979776288,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66717,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35511186009,8865256,2705792,0,0,,,,,,
,52979776862,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66718,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35511186409,8865256,,,,,,,,,
,52980774799,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dde6",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66719,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35511884966,8864704,2791456,2,14,2743782,0,0,0,,
,52980775202,0,C64XP_B,LM_tick: tick: 44894,Clock_LM_tick,Unknown,,,66720,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35511885249,44894,,,,,,,,,
,52980775554,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66721,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35511885497,8865256,2705792,15,0,,,,,,
,52980775922,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66722,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35511885756,8864704,,,,,,,,,
,52980776342,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66723,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35511886047,8865256,2705792,0,0,,,,,,
,52980776917,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66724,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35511886447,8865256,,,,,,,,,
,52981774751,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8c0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66725,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35512584932,8864704,2791456,2,14,2795712,0,0,0,,
,52981775154,0,C64XP_B,LM_tick: tick: 44895,Clock_LM_tick,Unknown,,,66726,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35512585215,44895,,,,,,,,,
,52981775505,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66727,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35512585463,8865256,2705792,15,0,,,,,,
,52981775874,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66728,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35512585722,8864704,,,,,,,,,
,52981776294,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66729,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35512586013,8865256,2705792,0,0,,,,,,
,52981776868,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66730,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35512586413,8865256,,,,,,,,,
,52982774754,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x2aa8bc",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66731,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35513284934,8864704,2791456,2,14,2795708,0,0,0,,
,52982775157,0,C64XP_B,LM_tick: tick: 44896,Clock_LM_tick,Unknown,,,66732,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35513285217,44896,,,,,,,,,
,52982775508,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66733,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35513285465,8865256,2705792,15,0,,,,,,
,52982775877,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66734,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35513285724,8864704,,,,,,,,,
,52982776297,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66735,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35513286015,8865256,2705792,0,0,,,,,,
,52982776871,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66736,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35513286415,8865256,,,,,,,,,
,52983774757,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x29dca8",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66737,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35513984936,8864704,2791456,2,14,2743464,0,0,0,,
,52983775159,0,C64XP_B,LM_tick: tick: 44897,Clock_LM_tick,Unknown,,,66738,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35513985219,44897,,,,,,,,,
,52983775511,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66739,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35513985467,8865256,2705792,15,0,,,,,,
,52983775879,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66740,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35513985726,8864704,,,,,,,,,
,52983776299,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66741,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35513986017,8865256,2705792,0,0,,,,,,
,52983776874,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66742,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35513986417,8865256,,,,,,,,,
,52984325351,0,C64XP_B,"LM_begin: hwi: 0x8532d8, func: 0x2a81a0, preThread: 2, intNum: 5, irp: 0x2aea70",Start,HWI,ti_sdo_ipc_family_c647x_Interrupt_intShmStub__I(),,66743,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35514370352,8729304,2785696,2,5,2812528,0,0,0,,
,52984327177,0,C64XP_B,"LM_post: swi: 0x853644, func: 0x2a9fe0, pri: 15",Swi_LM_post,Unknown,,,66744,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35514371630,8730180,2793440,15,0,,,,,,
,52984329277,0,C64XP_B,LD_end: hwi: 0x8532d8,Stop,HWI,ti_sdo_ipc_family_c647x_Interrupt_intShmStub__I(),,66745,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35514373100,8729304,,,,,,,,,
,52984329697,0,C64XP_B,"LM_begin: swi: 0x853644, func: 0x2a9fe0, preThread: 0",Start,SWI,ti_sdo_ipc_transports_TransportShm_swiFxn__I(),,66746,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35514373393,8730180,2793440,0,0,,,,,,
,52984334651,0,C64XP_B,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,66747,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,35514376865,8739608,0,,,,,,,,
,52984335251,0,C64XP_B,"LD_ready: tsk: 0x854950, func: 0x252244, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,66748,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,35514377285,8735056,2433604,1,0,,,,,,
,52984337917,0,C64XP_B,LD_end: swi: 0x853644,Stop,SWI,ti_sdo_ipc_transports_TransportShm_swiFxn__I(),,66749,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35514379147,8730180,,,,,,,,,
,52984338894,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2aa860, newtsk: 0x854950, newfunc: 0x252244",CtxChg,TSK,tsk1_func(),,66750,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,35514379835,8865544,2795616,8735056,2433604,,,,,,
6,52984339845,0,C64XP_B,Start: Math Oprns:,Start,,Math Oprns:,,798,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35514380500,8964862,,,,,,,,,
6,52984340351,0,C64XP_B,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x252cb0:",Start,FUNC,matmult().854950,matmult(),799,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,35514380854,8964532,8735056,2436272,0,,,,,,
,52984774888,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252d74",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66751,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35514685027,8864704,2791456,2,14,2436468,0,0,0,,
,52984775308,0,C64XP_B,LM_tick: tick: 44898,Clock_LM_tick,Unknown,,,66752,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35514685325,44898,,,,,,,,,
,52984775754,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66753,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35514685638,8865256,2705792,15,0,,,,,,
,52984776148,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66754,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35514685909,8864704,,,,,,,,,
,52984776559,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66755,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35514686198,8865256,2705792,0,0,,,,,,
,52984777185,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66756,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35514686637,8865256,,,,,,,,,
,52985774788,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252dea",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66757,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35515384957,8864704,2791456,2,14,2436586,0,0,0,,
,52985775199,0,C64XP_B,LM_tick: tick: 44899,Clock_LM_tick,Unknown,,,66758,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35515385245,44899,,,,,,,,,
,52985775619,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66759,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35515385540,8865256,2705792,15,0,,,,,,
,52985775988,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66760,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35515385799,8864704,,,,,,,,,
,52985776382,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66761,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35515386075,8865256,2705792,0,0,,,,,,
,52985776957,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66762,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35515386475,8865256,,,,,,,,,
,52986774791,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252d78",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66763,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35516084959,8864704,2791456,2,14,2436472,0,0,0,,
,52986775202,0,C64XP_B,LM_tick: tick: 44900,Clock_LM_tick,Unknown,,,66764,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35516085247,44900,,,,,,,,,
,52986775622,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66765,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35516085542,8865256,2705792,15,0,,,,,,
,52986775991,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66766,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35516085801,8864704,,,,,,,,,
,52986776385,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66767,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35516086077,8865256,2705792,0,0,,,,,,
,52986776839,0,C64XP_B,"LM_begin: clk: 0x874530, func: 0x2a4880",Clock_LM_begin,Unknown,,,66768,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35516086397,8865072,2771072,,,,,,,,
,52986777345,0,C64XP_B,"LM_begin: clk: 0x874550, func: 0x24a180",Clock_LM_begin,Unknown,,,66769,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35516086748,8865104,2400640,,,,,,,,
,52986777834,0,C64XP_B,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x1",Event_LM_post,Unknown,,,66770,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,35516087092,8865192,0,1,0,,,,,,
,52986778468,0,C64XP_B,"LD_ready: tsk: 0x874750, func: 0x249a60, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,66771,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,35516087538,8865616,2398816,1,0,,,,,,
,52986778948,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66772,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35516087871,8865256,,,,,,,,,
,52987774828,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252da0",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66773,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35516784987,8864704,2791456,2,14,2436512,0,0,0,,
,52987775239,0,C64XP_B,LM_tick: tick: 44901,Clock_LM_tick,Unknown,,,66774,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35516785276,44901,,,,,,,,,
,52987775668,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66775,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35516785574,8865256,2705792,15,0,,,,,,
,52987776037,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66776,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35516785833,8864704,,,,,,,,,
,52987776431,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66777,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35516786109,8865256,2705792,0,0,,,,,,
,52987777057,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66778,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35516786547,8865256,,,,,,,,,
,52988774797,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252df4",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66779,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35517484963,8864704,2791456,2,14,2436596,0,0,0,,
,52988775208,0,C64XP_B,LM_tick: tick: 44902,Clock_LM_tick,Unknown,,,66780,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35517485251,44902,,,,,,,,,
,52988775628,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66781,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35517485546,8865256,2705792,15,0,,,,,,
,52988775997,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66782,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35517485805,8864704,,,,,,,,,
,52988776391,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66783,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35517486081,8865256,2705792,0,0,,,,,,
,52988776965,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66784,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35517486481,8865256,,,,,,,,,
,52989774799,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252d74",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66785,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35518184965,8864704,2791456,2,14,2436468,0,0,0,,
,52989775211,0,C64XP_B,LM_tick: tick: 44903,Clock_LM_tick,Unknown,,,66786,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35518185253,44903,,,,,,,,,
,52989775631,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66787,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35518185548,8865256,2705792,15,0,,,,,,
,52989775999,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66788,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35518185807,8864704,,,,,,,,,
,52989776394,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66789,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35518186083,8865256,2705792,0,0,,,,,,
,52989776968,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66790,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35518186483,8865256,,,,,,,,,
,52990774802,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252d8a",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66791,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35518884967,8864704,2791456,2,14,2436490,0,0,0,,
,52990775214,0,C64XP_B,LM_tick: tick: 44904,Clock_LM_tick,Unknown,,,66792,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35518885255,44904,,,,,,,,,
,52990775634,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66793,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35518885550,8865256,2705792,15,0,,,,,,
,52990776002,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66794,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35518885809,8864704,,,,,,,,,
,52990776397,0,C64XP_B,"LM_begin: swi: 0x8745e8, func: 0x294980, preThread: 0",Start,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66795,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35518886085,8865256,2705792,0,0,,,,,,
,52990776971,0,C64XP_B,LD_end: swi: 0x8745e8,Stop,SWI,ti_sysbios_knl_Clock_workFunc__E(),,66796,SYSBIOS System Logger,_ti.uia.events.UIASWICtx,ti.sysbios.knl.Swi,35518886485,8865256,,,,,,,,,
,52991774805,0,C64XP_B,"LM_begin: hwi: 0x8743c0, func: 0x2a9820, preThread: 2, intNum: 14, irp: 0x252dd8",Start,HWI,ti_sysbios_knl_Clock_doTick__I(),,66797,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35519584969,8864704,2791456,2,14,2436568,0,0,0,,
,52991775217,0,C64XP_B,LM_tick: tick: 44905,Clock_LM_tick,Unknown,,,66798,SYSBIOS System Logger,ti.sysbios.knl.Clock,ti.sysbios.knl.Clock,35519585257,44905,,,,,,,,,
,52991775637,0,C64XP_B,"LM_post: swi: 0x8745e8, func: 0x294980, pri: 15",Swi_LM_post,Unknown,,,66799,SYSBIOS System Logger,ti.sysbios.knl.Swi,ti.sysbios.knl.Swi,35519585552,8865256,2705792,15,0,,,,,,
,52991776005,0,C64XP_B,LD_end: hwi: 0x8743c0,Stop,HWI,ti_sysbios_knl_Clock_doTick__I(),,66800,SYSBIOS System Logger,_ti.uia.events.UIAHWICtx,ti.sysbios.family.c64p.Hwi,35519585811,8864704,,,,,,,,,
