Delta Time:ulong,Time:integer,Master ID:ubyte,Master Name:string,Channel Number:ubyte,Module:string,Data Message:string,Data:ulong,Domain:string,Class:string,Type:string,Data Size:ubyte,Address:uinteger,Delta Cycles:ulong,Cycle:integer,Trace Status:string,Receiver Status:string,Local Delta Timestamp:ulong,Local Timestamp:integer,Overflow Count:ubyte,
,5382,240,SMSET,,SET,start,47,MC3,load,Event,,,,5382,,,0,91648,,
,5382,240,SMSET,,SET,start,51,MC3,store,Event,,,,5382,,,0,91648,,
20,5402,240,SMSET,,SET,stop,6,iCONT1,task3,Event,,,20,5402,,,256,91648,,
,5402,240,SMSET,,SET,start,15,iCONT2,task2,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,stop,16,iCONT2,task2,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,start,19,iCONT2,task3,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,start,25,iME3,computation,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,start,29,iPE3,load,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,stop,48,MC3,load,Event,,,,5402,,,0,91904,,
,5402,240,SMSET,,SET,start,49,MC3,computation,Event,,,,5402,,,0,91904,,
29,5422,240,SMSET,,SET,start,3,iCONT1,task2,Event,,,29,5422,,,256,91904,,
,5422,240,SMSET,,SET,start,13,iCONT2,task1,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,stop,20,iCONT2,task3,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,stop,22,iCONT2,task4,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,stop,28,iLF3,computation,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,stop,30,iPE3,load,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,start,31,iPE3,computation,Event,,,,5422,,,0,92160,,
,5422,240,SMSET,,SET,stop,38,CALC3,computation,Event,,,,5422,,,0,92160,,
29,5451,240,SMSET,,SET,stop,4,iCONT1,task2,Event,,,29,5451,,,256,92160,,
,5451,240,SMSET,,SET,stop,14,iCONT2,task1,Event,,,,5451,,,0,92416,,
,5451,240,SMSET,,SET,start,21,iCONT2,task4,Event,,,,5451,,,0,92416,,
,5451,240,SMSET,,SET,stop,50,MC3,computation,Event,,,,5451,,,0,92416,,
20,5480,240,SMSET,,SET,stop,26,iME3,computation,Event,,,20,5480,,,256,92416,,
11,5500,240,SMSET,,SET,stop,32,iPE3,computation,Event,,,11,5500,,,256,92672,,
,5500,240,SMSET,,SET,start,33,iPE3,store,Event,,,,5500,,,0,92928,,
,5500,240,SMSET,,SET,stop,34,iPE3,store,Event,,,,5500,,,0,92928,,
20,5511,240,SMSET,,SET,start,7,iCONT1,task4,Event,,,20,5511,,,256,92928,,
11,5531,240,SMSET,,SET,stop,8,iCONT1,task4,Event,,,11,5531,,,512,93184,,
11,5542,240,SMSET,,SET,start,39,CALC3,store,Event,,,11,5542,,,768,93696,,
,5542,240,SMSET,,SET,start,41,ECD3,load,Event,,,,5542,,,0,94464,,
,5542,240,SMSET,,SET,start,43,ECD3,computation,Event,,,,5542,,,0,94464,,
,5542,240,SMSET,,SET,stop,44,ECD3,computation,Event,,,,5542,,,0,94464,,
,5542,240,SMSET,,SET,start,45,ECD3,store,Event,,,,5542,,,0,94464,,
,5542,240,SMSET,,SET,stop,46,ECD3,store,Event,,,,5542,,,0,94464,,
20,5553,240,SMSET,,SET,start,27,iLF3,computation,Event,,,20,5553,,,256,94464,,
,5553,240,SMSET,,SET,start,35,CALC3,load,Event,,,,5553,,,0,94720,,
,5553,240,SMSET,,SET,stop,40,CALC3,store,Event,,,,5553,,,0,94720,,
,5553,240,SMSET,,SET,stop,42,ECD3,load,Event,,,,5553,,,0,94720,,
23,5573,240,SMSET,,SET,start,5,iCONT1,task3,Event,,,23,5573,,,256,94720,,
,5573,240,SMSET,,SET,stop,36,CALC3,load,Event,,,,5573,,,0,94976,,
,5573,240,SMSET,,SET,start,37,CALC3,computation,Event,,,,5573,,,0,94976,,
,5573,240,SMSET,,SET,start,47,MC3,load,Event,,,,5573,,,0,94976,,
,5573,240,SMSET,,SET,start,51,MC3,store,Event,,,,5573,,,0,94976,,
20,5596,240,SMSET,,SET,stop,6,iCONT1,task3,Event,,,20,5596,,,256,94976,,
,5596,240,SMSET,,SET,start,15,iCONT2,task2,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,stop,16,iCONT2,task2,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,start,19,iCONT2,task3,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,start,25,iME3,computation,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,stop,28,iLF3,computation,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,start,29,iPE3,load,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,stop,48,MC3,load,Event,,,,5596,,,0,95232,,
,5596,240,SMSET,,SET,start,49,MC3,computation,Event,,,,5596,,,0,95232,,
29,5616,240,SMSET,,SET,start,3,iCONT1,task2,Event,,,29,5616,,,256,95232,,
,5616,240,SMSET,,SET,stop,4,iCONT1,task2,Event,,,,5616,,,0,95488,,
,5616,240,SMSET,,SET,start,13,iCONT2,task1,Event,,,,5616,,,0,95488,,
,5616,240,SMSET,,SET,stop,20,iCONT2,task3,Event,,,,5616,,,0,95488,,
,5616,240,SMSET,,SET,stop,22,iCONT2,task4,Event,,,,5616,,,0,95488,,
,5616,240,SMSET,,SET,stop,30,iPE3,load,Event,,,,5616,,,0,95488,,
,5616,240,SMSET,,SET,start,31,iPE3,computation,Event,,,,5616,,,0,95488,,
29,5645,240,SMSET,,SET,stop,14,iCONT2,task1,Event,,,29,5645,,,256,95488,,
,5645,240,SMSET,,SET,start,21,iCONT2,task4,Event,,,,5645,,,0,95744,,
,5645,240,SMSET,,SET,start,23,iCONT2,task6,Event,,,,5645,,,0,95744,,
,5645,240,SMSET,,SET,stop,38,CALC3,computation,Event,,,,5645,,,0,95744,,
,5645,240,SMSET,,SET,stop,50,MC3,computation,Event,,,,5645,,,0,95744,,
20,5674,240,SMSET,,SET,stop,24,iCONT2,task6,Event,,,20,5674,,,256,95744,,
,5674,240,SMSET,,SET,stop,26,iME3,computation,Event,,,,5674,,,0,96000,,
11,5694,240,SMSET,,SET,start,7,iCONT1,task4,Event,,,11,5694,,,256,96000,,
,5694,240,SMSET,,SET,stop,32,iPE3,computation,Event,,,,5694,,,0,96256,,
,5694,240,SMSET,,SET,start,33,iPE3,store,Event,,,,5694,,,0,96256,,
,5694,240,SMSET,,SET,stop,34,iPE3,store,Event,,,,5694,,,0,96256,,
20,5705,240,SMSET,,SET,stop,8,iCONT1,task4,Event,,,20,5705,,,768,96256,,
11,5725,240,SMSET,,SET,start,39,CALC3,store,Event,,,11,5725,,,768,97024,,
,5725,240,SMSET,,SET,start,41,ECD3,load,Event,,,,5725,,,0,97792,,
,5725,240,SMSET,,SET,start,43,ECD3,computation,Event,,,,5725,,,0,97792,,
,5725,240,SMSET,,SET,stop,44,ECD3,computation,Event,,,,5725,,,0,97792,,
,5725,240,SMSET,,SET,start,45,ECD3,store,Event,,,,5725,,,0,97792,,
,5725,240,SMSET,,SET,stop,46,ECD3,store,Event,,,,5725,,,0,97792,,
20,5736,240,SMSET,,SET,start,27,iLF3,computation,Event,,,20,5736,,,256,97792,,
,5736,240,SMSET,,SET,start,35,CALC3,load,Event,,,,5736,,,0,98048,,
,5736,240,SMSET,,SET,stop,40,CALC3,store,Event,,,,5736,,,0,98048,,
,5736,240,SMSET,,SET,stop,42,ECD3,load,Event,,,,5736,,,0,98048,,
20,5756,240,SMSET,,SET,start,5,iCONT1,task3,Event,,,20,5756,,,256,98048,,
,5756,240,SMSET,,SET,stop,36,CALC3,load,Event,,,,5756,,,0,98304,,
,5756,240,SMSET,,SET,start,37,CALC3,computation,Event,,,,5756,,,0,98304,,
,5756,240,SMSET,,SET,start,47,MC3,load,Event,,,,5756,,,0,98304,,
,5756,240,SMSET,,SET,start,51,MC3,store,Event,,,,5756,,,0,98304,,
20,5776,240,SMSET,,SET,start,3,iCONT1,task2,Event,,,20,5776,,,256,98304,,
,5776,240,SMSET,,SET,stop,6,iCONT1,task3,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,start,15,iCONT2,task2,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,stop,16,iCONT2,task2,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,start,19,iCONT2,task3,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,start,25,iME3,computation,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,stop,28,iLF3,computation,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,start,29,iPE3,load,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,stop,48,MC3,load,Event,,,,5776,,,0,98560,,
,5776,240,SMSET,,SET,start,49,MC3,computation,Event,,,,5776,,,0,98560,,
29,5796,240,SMSET,,SET,stop,4,iCONT1,task2,Event,,,29,5796,,,256,98560,,
,5796,240,SMSET,,SET,start,13,iCONT2,task1,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,14,iCONT2,task1,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,20,iCONT2,task3,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,start,21,iCONT2,task4,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,22,iCONT2,task4,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,30,iPE3,load,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,start,31,iPE3,computation,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,38,CALC3,computation,Event,,,,5796,,,0,98816,,
,5796,240,SMSET,,SET,stop,50,MC3,computation,Event,,,,5796,,,0,98816,,
29,5825,240,SMSET,,SET,stop,26,iME3,computation,Event,,,29,5825,,,512,98816,,
11,5854,240,SMSET,,SET,start,7,iCONT1,task4,Event,,,11,5854,,,256,99328,,
,5854,240,SMSET,,SET,stop,32,iPE3,computation,Event,,,,5854,,,0,99584,,
,5854,240,SMSET,,SET,start,33,iPE3,store,Event,,,,5854,,,0,99584,,
,5854,240,SMSET,,SET,stop,34,iPE3,store,Event,,,,5854,,,0,99584,,
20,5865,240,SMSET,,SET,stop,8,iCONT1,task4,Event,,,20,5865,,,768,99584,,
11,5885,240,SMSET,,SET,start,39,CALC3,store,Event,,,11,5885,,,768,100352,,
,5885,240,SMSET,,SET,start,43,ECD3,computation,Event,,,,5885,,,0,101120,,
,5885,240,SMSET,,SET,stop,44,ECD3,computation,Event,,,,5885,,,0,101120,,
,5885,240,SMSET,,SET,start,45,ECD3,store,Event,,,,5885,,,0,101120,,
20,5896,240,SMSET,,SET,start,27,iLF3,computation,Event,,,20,5896,,,256,101120,,
,5896,240,SMSET,,SET,start,35,CALC3,load,Event,,,,5896,,,0,101376,,
,5896,240,SMSET,,SET,stop,40,CALC3,store,Event,,,,5896,,,0,101376,,
,5896,240,SMSET,,SET,start,41,ECD3,load,Event,,,,5896,,,0,101376,,
,5896,240,SMSET,,SET,stop,42,ECD3,load,Event,,,,5896,,,0,101376,,
,5896,240,SMSET,,SET,stop,46,ECD3,store,Event,,,,5896,,,0,101376,,
20,5916,240,SMSET,,SET,start,5,iCONT1,task3,Event,,,20,5916,,,256,101376,,
,5916,240,SMSET,,SET,stop,36,CALC3,load,Event,,,,5916,,,0,101632,,
,5916,240,SMSET,,SET,start,37,CALC3,computation,Event,,,,5916,,,0,101632,,
,5916,240,SMSET,,SET,start,47,MC3,load,Event,,,,5916,,,0,101632,,
,5916,240,SMSET,,SET,start,51,MC3,store,Event,,,,5916,,,0,101632,,
20,5936,240,SMSET,,SET,stop,6,iCONT1,task3,Event,,,20,5936,,,256,101632,,
,5936,240,SMSET,,SET,start,25,iME3,computation,Event,,,,5936,,,0,101888,,
,5936,240,SMSET,,SET,start,29,iPE3,load,Event,,,,5936,,,0,101888,,
